,Unnamed: 0,fullname,likes,replies,retweets,text,timestamp,tweet-id,url,user
0,0,Kailani,4,0,0,My daughter is so beautiful pic.twitter.com/s9Wdfe2Ejh,2018-06-26 21:04:15,1011716794355154944,/An_aik/status/1011716794355154944,An_aik
1,1,Kailani,0,0,0,Learned this the hard way https://twitter.com/shessoken/status/1125127830868824067 …,2019-05-06 20:19:17,1125495270471602178,/An_aik/status/1125495270471602178,An_aik
2,2,Kailani,0,0,0,https://twitter.com/simonefiasco/status/1124469453205508096 …pic.twitter.com/GXwM3wXr0Y,2019-05-06 20:18:52,1125495163030319104,/An_aik/status/1125495163030319104,An_aik
3,3,Kailani,0,0,0,https://twitter.com/m0chamami/status/1124920171187990529 …,2019-05-06 02:46:45,1125230391487606787,/An_aik/status/1125230391487606787,An_aik
4,4,Kailani,0,0,0, @est_xiiiixhttps://twitter.com/eastsidekris/status/1124619213560328193 …,2019-05-06 00:22:48,1125194162293362688,/An_aik/status/1125194162293362688,An_aik
5,5,Kailani,0,0,0,That thread ,2019-05-05 23:15:05,1125177124149702656,/An_aik/status/1125177124149702656,An_aik
6,6,Kailani,0,0,0,How many kids and if more than one are there multiple baby momshttps://twitter.com/dmv411/status/1124798714952978433 …,2019-05-05 21:57:22,1125157565195849728,/An_aik/status/1125157565195849728,An_aik
7,7,Kailani,0,0,0,So y,2019-05-05 21:55:51,1125157181429551105,/An_aik/status/1125157181429551105,An_aik
8,8,Kailani,0,0,0,This used to be my drinkhttps://twitter.com/heyattedddd/status/1124831950248783877 …,2019-05-05 18:02:54,1125098559144112130,/An_aik/status/1125098559144112130,An_aik
9,9,Kailani,0,0,1,I have unlimited texting for no reason cuz I don’t be texting anyone,2019-05-05 00:13:28,1124829427555274757,/An_aik/status/1124829427555274757,An_aik
10,10,Kailani,0,0,0,I’m so sleepy ,2019-05-04 21:06:48,1124782452646580224,/An_aik/status/1124782452646580224,An_aik
11,11,Kailani,0,0,0,I don’t think I have that much strengthhttps://twitter.com/iphilnaee/status/1124436890449534976 …,2019-05-04 19:52:49,1124763831996121089,/An_aik/status/1124763831996121089,An_aik
12,12,Kailani,0,0,0,https://itunes.apple.com/us/album/pink-white/1146195596?i=1146195714 …,2019-05-04 16:41:31,1124715689086980101,/An_aik/status/1124715689086980101,An_aik
13,13,Kailani,0,0,0,,2019-05-04 04:27:51,1124531056567291904,/An_aik/status/1124531056567291904,An_aik
14,14,Kailani,0,0,0,That whole thread has me cracking tf up,2019-05-03 23:50:18,1124461211406434304,/An_aik/status/1124461211406434304,An_aik
15,15,Kailani,0,0,0,She is beautiful https://twitter.com/lilblackbabies/status/1124342178497597440 …,2019-05-03 23:45:22,1124459967396962304,/An_aik/status/1124459967396962304,An_aik
16,16,Kailani,0,0,0,Smh https://twitter.com/zaviehood/status/1124300112140865536 …,2019-05-03 23:41:41,1124459042150191104,/An_aik/status/1124459042150191104,An_aik
17,17,Kailani,0,0,0,https://twitter.com/nikamehtnilugom/status/1124189928659783683 …,2019-05-03 21:37:26,1124427770669477888,/An_aik/status/1124427770669477888,An_aik
18,18,Kailani,0,0,0,https://itunes.apple.com/us/album/bad-side/1460171115?i=1460171117 …,2019-05-03 20:27:56,1124410281889759232,/An_aik/status/1124410281889759232,An_aik
19,19,Kailani,0,0,0,one person followed me and 2 people unfollowed me // automatically checked byhttp://fllwrs.com ,2019-05-03 09:29:40,1124244622048464896,/An_aik/status/1124244622048464896,An_aik
20,20,Kailani,0,0,0,"I get told I’m doin too much a lot, I need someone that understands that reassurance makes things so much easierhttps://twitter.com/ashtoochill/status/1123543238202335237 …",2019-05-03 02:05:32,1124132854781313024,/An_aik/status/1124132854781313024,An_aik
21,21,Kailani,0,0,0, he said a Boomhttps://twitter.com/suavefromdahill/status/1123659605362364417 …,2019-05-02 20:23:35,1124046799537356800,/An_aik/status/1124046799537356800,An_aik
22,22,Kailani,0,0,0,My eyes are itching ,2019-05-02 15:21:53,1123970874363842560,/An_aik/status/1123970874363842560,An_aik
23,23,Kailani,0,0,0,This dude gf paralyzed in the hospital but he be in my inbox ,2019-05-02 01:21:55,1123759489742770178,/An_aik/status/1123759489742770178,An_aik
24,24,Kailani,0,0,0,All he do is cry and mind my business,2019-05-02 01:16:35,1123758146844078082,/An_aik/status/1123758146844078082,An_aik
25,25,Kailani,0,0,0,I’m so exhausted,2019-05-01 23:29:24,1123731174193553411,/An_aik/status/1123731174193553411,An_aik
26,26,Kailani,0,0,0, wtfhttps://twitter.com/Liberianking6/status/1123329915498188800 …,2019-05-01 17:37:27,1123642601238872064,/An_aik/status/1123642601238872064,An_aik
27,27,Kailani,0,0,0,My baby so beautiful ,2019-05-01 01:48:55,1123403894837710848,/An_aik/status/1123403894837710848,An_aik
28,28,Kailani,0,0,0,I had such a peaceful day today,2019-05-01 01:07:46,1123393542045487105,/An_aik/status/1123393542045487105,An_aik
29,29,Kailani,0,0,0, https://twitter.com/thinkitaint0nme/status/1123085950928580608 …,2019-04-30 16:23:06,1123261506215391232,/An_aik/status/1123261506215391232,An_aik
30,30,Kailani,1,0,0,I had the best sleep ever ,2019-04-30 16:19:42,1123260650287980544,/An_aik/status/1123260650287980544,An_aik
31,31,Kailani,0,0,0,I randomly fell asleep last night and woke up at 2 am,2019-04-29 11:01:29,1122818177237508096,/An_aik/status/1122818177237508096,An_aik
32,32,Kailani,0,0,0,2 people followed me and one person unfollowed me // automatically checked byhttp://fllwrs.com ,2019-04-29 09:35:21,1122796503754522625,/An_aik/status/1122796503754522625,An_aik
33,33,Kailani,0,0,0,Smh ,2019-04-29 01:48:10,1122678930635464704,/An_aik/status/1122678930635464704,An_aik
34,34,Kailani,0,0,0,Cancers https://twitter.com/half0unce/status/1122399383373402112 …,2019-04-29 01:34:19,1122675448134230016,/An_aik/status/1122675448134230016,An_aik
35,35,Kailani,0,0,0,I’m crushing https://twitter.com/only_onela/status/1122033663196180481 …,2019-04-28 21:16:17,1122610508857786368,/An_aik/status/1122610508857786368,An_aik
36,36,Kailani,0,0,0,I’m so exhausted I had a long day,2019-04-28 02:27:24,1122326419210735616,/An_aik/status/1122326419210735616,An_aik
37,37,Kailani,0,0,0,,2019-04-27 21:09:32,1122246422093549569,/An_aik/status/1122246422093549569,An_aik
38,38,Kailani,0,1,0,I’ve been so busy this morning ,2019-04-27 14:12:13,1122141403801423872,/An_aik/status/1122141403801423872,An_aik
39,39,Kailani,0,0,0,Didn’t find anything cuz he deleted everything https://twitter.com/girlthats_jay/status/1121005237773438981 …,2019-04-27 02:24:36,1121963324642611201,/An_aik/status/1121963324642611201,An_aik
40,40,Kailani,0,0,0,one person unfollowed me // automatically checked byhttp://fllwrs.com ,2019-04-25 08:39:45,1121332959905222657,/An_aik/status/1121332959905222657,An_aik
41,41,Kailani,0,0,0,Yea it’s disturbing but I can’t stophttps://twitter.com/MikeLee______/status/1121174787999653892 …,2019-04-24 23:20:57,1121192334480244737,/An_aik/status/1121192334480244737,An_aik
42,42,Kailani,0,0,0,It gotta be the dimples ,2019-04-24 23:18:03,1121191601316016128,/An_aik/status/1121191601316016128,An_aik
43,43,Kailani,0,0,0, whathttps://twitter.com/glowmother/status/1121110853116465153 …,2019-04-24 22:23:40,1121177917050978304,/An_aik/status/1121177917050978304,An_aik
44,44,Kailani,0,0,0,Finally off,2019-04-24 20:26:07,1121148334604017665,/An_aik/status/1121148334604017665,An_aik
45,45,Kailani,0,1,0,Then before he walks away he was like I love you,2019-04-24 14:15:44,1121055124552671232,/An_aik/status/1121055124552671232,An_aik
46,46,Kailani,0,1,0,Then he says when you see him be nice because when I bring you around my family I want them to like you,2019-04-24 14:15:44,1121055123252436994,/An_aik/status/1121055123252436994,An_aik
47,47,Kailani,0,1,0,I’m looking  like who is that,2019-04-24 14:15:43,1121055122107269120,/An_aik/status/1121055122107269120,An_aik
48,48,Kailani,0,1,0,This man I really don’t know at all was like this my brother and I wanted to introduce him to my fiancé,2019-04-24 14:15:43,1121055120668659712,/An_aik/status/1121055120668659712,An_aik
49,49,Kailani,0,0,0,I always wanted to do this wit Brook but was so nervous about her slipping outhttps://twitter.com/Ebozinam__/status/1120506663163912201 …,2019-04-24 01:26:18,1120861488477085696,/An_aik/status/1120861488477085696,An_aik
50,50,Kailani,0,0,0,I think ima finish watching that movie tomorrow,2019-04-24 01:23:21,1120860746261385224,/An_aik/status/1120860746261385224,An_aik
51,51,Kailani,0,0,0,Got a call today just because they wanted to hear my voice ,2019-04-23 23:07:54,1120826661270970368,/An_aik/status/1120826661270970368,An_aik
52,52,Kailani,0,0,0,What made them think this was a good idea https://twitter.com/yellow815/status/1120365897150078978 …,2019-04-23 21:55:57,1120808553336508416,/An_aik/status/1120808553336508416,An_aik
53,53,Kailani,0,0,0,A man https://twitter.com/itslaneoso/status/1120517640001396736 …,2019-04-23 21:52:38,1120807717898207232,/An_aik/status/1120807717898207232,An_aik
54,54,Kailani,0,0,0,I want some tiger shrimp  from Jaspers,2019-04-23 20:15:29,1120783269560311808,/An_aik/status/1120783269560311808,An_aik
55,55,Kailani,0,0,0,I hope it’s no traffic,2019-04-23 19:34:49,1120773037652099074,/An_aik/status/1120773037652099074,An_aik
56,56,Kailani,1,0,0,https://twitter.com/_Teajahlashae/status/1120072791942926337 …,2019-04-23 02:59:42,1120522605092638720,/An_aik/status/1120522605092638720,An_aik
57,57,Kailani,1,0,0,When I used to wear long nails I always kept tweezers on me because I used to struggle getting  my card out the atm or when I had to get gas https://twitter.com/lexini2421/status/1120175299218542592 …,2019-04-23 02:56:43,1120521857772544000,/An_aik/status/1120521857772544000,An_aik
58,58,Kailani,0,0,0,Guess I’ll find out when I get that call,2019-04-23 02:37:23,1120516992304320513,/An_aik/status/1120516992304320513,An_aik
59,59,Kailani,0,1,0,I wonder what he wants to talk to me about ,2019-04-23 02:36:20,1120516728793051136,/An_aik/status/1120516728793051136,An_aik
60,60,Kailani,0,0,0,I couldn’t understand what was said but all the emotion he was showing you can tell he really loves herhttps://twitter.com/Satisfied_x/status/1120376126206087171 …,2019-04-23 02:32:20,1120515720687828994,/An_aik/status/1120515720687828994,An_aik
61,61,Kailani,0,0,0,Just looked at my Facebook memories and now I’m  I miss her ,2019-04-23 02:29:57,1120515119958634501,/An_aik/status/1120515119958634501,An_aik
62,62,Kailani,0,0,0,https://twitter.com/CancerTerms/status/1120438650997739524 …,2019-04-22 21:31:15,1120439948887375876,/An_aik/status/1120439948887375876,An_aik
63,63,Kailani,0,0,0,Walenciagas ,2019-04-22 18:48:54,1120399093577261056,/An_aik/status/1120399093577261056,An_aik
64,64,Kailani,0,0,0,Them  was bomb,2019-04-22 18:45:02,1120398119244578816,/An_aik/status/1120398119244578816,An_aik
65,65,Kailani,0,0,0,I need a nap,2019-04-22 17:37:59,1120381246838845441,/An_aik/status/1120381246838845441,An_aik
66,66,Kailani,0,0,0,Seems like ithttps://twitter.com/OhEmmeG/status/1120005914969432064 …,2019-04-22 00:20:00,1120120027850727424,/An_aik/status/1120120027850727424,An_aik
